"","Dataset","Subject","Activity","Measurement","Value"
"1252","test","9","STANDING","tBodyAcc-mean-Y",-0.0200454954022222
"1253","test","9","STANDING","tBodyAcc-mean-Z",-0.0952747481333333
"1254","test","9","STANDING","tBodyAcc-std-X",-0.975741252444444
"1255","test","9","STANDING","tBodyAcc-std-Y",-0.938635759333333
"1256","test","9","STANDING","tBodyAcc-std-Z",-0.919295805777778
"1257","test","9","STANDING","tBodyAccJerk-mean-X",0.0760032053555556
"1258","test","9","STANDING","tBodyAccJerk-mean-Y",0.0130699796066667
"1259","test","9","STANDING","tBodyAccJerk-mean-Z",-0.004700785502
"1260","test","9","STANDING","tBodyAccJerk-std-X",-0.969973398888889
"1261","test","9","STANDING","tBodyAccJerk-std-Y",-0.963849332888889
"1262","test","9","STANDING","tBodyAccJerk-std-Z",-0.970584264666667
"1263","test","9","STANDING","tBodyAccJerkMag-mean",-0.969524578888889
"1264","test","9","STANDING","tBodyAccJerkMag-std",-0.963764177777778
"1265","test","9","STANDING","tBodyAccMag-mean",-0.945167482444444
"1266","test","9","STANDING","tBodyAccMag-std",-0.936105010444444
"1267","test","9","STANDING","tBodyGyro-mean-X",-0.029183136346
"1268","test","9","STANDING","tBodyGyro-mean-Y",-0.060810158296
"1269","test","9","STANDING","tBodyGyro-mean-Z",0.0992409332222222
"1270","test","9","STANDING","tBodyGyro-std-X",-0.921990612
"1271","test","9","STANDING","tBodyGyro-std-Y",-0.946046640444444
"1272","test","9","STANDING","tBodyGyro-std-Z",-0.939889737333333
"1273","test","9","STANDING","tBodyGyroJerk-mean-X",-0.095897704
"1274","test","9","STANDING","tBodyGyroJerk-mean-Y",-0.0419199574333333
"1275","test","9","STANDING","tBodyGyroJerk-mean-Z",-0.0575743131488889
"1276","test","9","STANDING","tBodyGyroJerk-std-X",-0.949105691555556
"1277","test","9","STANDING","tBodyGyroJerk-std-Y",-0.975036530444444
"1278","test","9","STANDING","tBodyGyroJerk-std-Z",-0.969726483555556
"1279","test","9","STANDING","tBodyGyroJerkMag-mean",-0.969824044222222
"1280","test","9","STANDING","tBodyGyroJerkMag-std",-0.965287050888889
"1281","test","9","STANDING","tBodyGyroMag-mean",-0.921030223111111
"1282","test","9","STANDING","tBodyGyroMag-std",-0.908291403111111
"1283","test","9","STANDING","tGravityAcc-mean-X",0.961323502222222
"1284","test","9","STANDING","tGravityAcc-mean-Y",-0.010383816474
"1285","test","9","STANDING","tGravityAcc-mean-Z",0.00914769235555555
"1286","test","9","STANDING","tGravityAcc-std-X",-0.989103160444444
"1287","test","9","STANDING","tGravityAcc-std-Y",-0.972573867555556
"1288","test","9","STANDING","tGravityAcc-std-Z",-0.932245295111111
"1289","test","9","STANDING","tGravityAccMag-mean",-0.945167482444444
"1290","test","9","STANDING","tGravityAccMag-std",-0.936105010444444
"1291","test","9","WALKING","a(tBodyAccJerkMean),gravityMean)",0.0623476589538462
"1292","test","9","WALKING","a(tBodyAccMean,gravity)",-0.0259657901346154
"1293","test","9","WALKING","a(tBodyGyroJerkMean,gravityMean)",-0.0265764240576923
"1294","test","9","WALKING","a(tBodyGyroMean,gravityMean)",0.121321075826923
"1295","test","9","WALKING","a(X,gravityMean)",-0.844514789230769
"1296","test","9","WALKING","a(Y,gravityMean)",0.105281462134615
"1297","test","9","WALKING","a(Z,gravityMean)",0.103849947479269
"1298","test","9","WALKING","fBodyAcc-mean-X",-0.294711163653846
"1299","test","9","WALKING","fBodyAcc-mean-X.1",-0.310727563365385
"1300","test","9","WALKING","fBodyAcc-mean-Y",-0.257677616153846
"1301","test","9","WALKING","fBodyAcc-mean-Y.1",0.0213195015442308
"1302","test","9","WALKING","fBodyAcc-mean-Z",-0.250806259788462
"1303","test","9","WALKING","fBodyAcc-mean-Z.1",0.0237831761442308
"1304","test","9","WALKING","fBodyAcc-std-X",-0.218019977423077
"1305","test","9","WALKING","fBodyAcc-std-Y",-0.223972558596154
"1306","test","9","WALKING","fBodyAcc-std-Z",-0.0337965256573077
"1307","test","9","WALKING","fBodyAccJerk-mean-X",-0.314265401346154
"1308","test","9","WALKING","fBodyAccJerk-mean-X.1",-0.378291493076923
"1309","test","9","WALKING","fBodyAccJerk-mean-Y",-0.367706595
"1310","test","9","WALKING","fBodyAccJerk-mean-Y.1",-0.389047303846154
"1311","test","9","WALKING","fBodyAccJerk-mean-Z",-0.399541245192308
"1312","test","9","WALKING","fBodyAccJerk-mean-Z.1",-0.366570477826923
"1313","test","9","WALKING","fBodyAccJerk-std-X",-0.170228340134423
"1314","test","9","WALKING","fBodyAccJerk-std-Y",-0.228380473480769
"1315","test","9","WALKING","fBodyAccJerk-std-Z",-0.419104362884615
"1316","test","9","WALKING","fBodyAccJerkMag-mean",-0.316870715576923
"1317","test","9","WALKING","fBodyAccJerkMag-mean.1",0.159239938555769
"1318","test","9","WALKING","fBodyAccJerkMag-std",-0.322337536730769
"1319","test","9","WALKING","fBodyAccMag-mean",-0.318801022711538
"1320","test","9","WALKING","fBodyAccMag-mean.1",0.161672988528846
"1321","test","9","WALKING","fBodyAccMag-std",-0.513891953269231
"1322","test","9","WALKING","fBodyGyro-mean-X",-0.383676120961538
"1323","test","9","WALKING","fBodyGyro-mean-X.1",-0.200624503730769
"1324","test","9","WALKING","fBodyGyro-mean-Y",-0.436905860576923
"1325","test","9","WALKING","fBodyGyro-mean-Y.1",0.0164815831107692
"1326","test","9","WALKING","fBodyGyro-mean-Z",-0.240222512134615
"1327","test","9","WALKING","fBodyGyro-mean-Z.1",-0.152103721057692
"1328","test","9","WALKING","fBodyGyro-std-X",-0.507404512692308
"1329","test","9","WALKING","fBodyGyro-std-Y",-0.490990336346154
"1330","test","9","WALKING","fBodyGyro-std-Z",-0.342367223269231
"1331","test","9","WALKING","fBodyGyroJerkMag-mean",-0.602581618269231
"1332","test","9","WALKING","fBodyGyroJerkMag-mean.1",0.243222181771154
"1333","test","9","WALKING","fBodyGyroJerkMag-std",-0.624351923653846
"1334","test","9","WALKING","fBodyGyroMag-mean",-0.513797480384615
"1335","test","9","WALKING","fBodyGyroMag-mean.1",0.127416241121154
"1336","test","9","WALKING","fBodyGyroMag-std",-0.562714528653846
"1337","test","9","WALKING","tBodyAcc-mean-X",0.278502842115385
"1338","test","9","WALKING","tBodyAcc-mean-Y",-0.0180891971284423
"1339","test","9","WALKING","tBodyAcc-mean-Z",-0.110820512307692
"1340","test","9","WALKING","tBodyAcc-std-X",-0.238353562692308
"1341","test","9","WALKING","tBodyAcc-std-Y",-0.201696960826923
"1342","test","9","WALKING","tBodyAcc-std-Z",-0.0579636469030769
"1343","test","9","WALKING","tBodyAccJerk-mean-X",0.0704357270480769
"1344","test","9","WALKING","tBodyAccJerk-mean-Y",0.0212255910017308
"1345","test","9","WALKING","tBodyAccJerk-mean-Z",0.00414762740192308
"1346","test","9","WALKING","tBodyAccJerk-std-X",-0.206733787961538
"1347","test","9","WALKING","tBodyAccJerk-std-Y",-0.276929933846154
"1348","test","9","WALKING","tBodyAccJerk-std-Z",-0.409764526153846
"1349","test","9","WALKING","tBodyAccJerkMag-mean",-0.203733615519231
"1350","test","9","WALKING","tBodyAccJerkMag-std",-0.317113487115385
"1351","test","9","WALKING","tBodyAccMag-mean",-0.0980840496143461
"1352","test","9","WALKING","tBodyAccMag-std",-0.37942877
"1353","test","9","WALKING","tBodyGyro-mean-X",-0.0808360598653846
"1354","test","9","WALKING","tBodyGyro-mean-Y",-0.0625598710615385
"1355","test","9","WALKING","tBodyGyro-mean-Z",0.111629779896154
"1356","test","9","WALKING","tBodyGyro-std-X",-0.476163506730769
"1357","test","9","WALKING","tBodyGyro-std-Y",-0.467054167884615
"1358","test","9","WALKING","tBodyGyro-std-Z",-0.265683521346154
"1359","test","9","WALKING","tBodyGyroJerk-mean-X",-0.0809204094461538
"1360","test","9","WALKING","tBodyGyroJerk-mean-Y",-0.0356283427038462
"1361","test","9","WALKING","tBodyGyroJerk-mean-Z",-0.0633406620592308
"1362","test","9","WALKING","tBodyGyroJerk-std-X",-0.526985309038462
"1363","test","9","WALKING","tBodyGyroJerk-std-Y",-0.549200228076923
"1364","test","9","WALKING","tBodyGyroJerk-std-Z",-0.457881494038462
"1365","test","9","WALKING","tBodyGyroJerkMag-mean",-0.510253995769231
"1366","test","9","WALKING","tBodyGyroJerkMag-std",-0.599866472692308
"1367","test","9","WALKING","tBodyGyroMag-mean",-0.294542266826923
"1368","test","9","WALKING","tBodyGyroMag-std",-0.489725811538462
"1369","test","9","WALKING","tGravityAcc-mean-X",0.951867079615385
"1370","test","9","WALKING","tGravityAcc-mean-Y",-0.0314341738730769
"1371","test","9","WALKING","tGravityAcc-mean-Z",-0.115856121080385
"1372","test","9","WALKING","tGravityAcc-std-X",-0.980971973653846
"1373","test","9","WALKING","tGravityAcc-std-Y",-0.971242423076923
"1374","test","9","WALKING","tGravityAcc-std-Z",-0.955523995576923
"1375","test","9","WALKING","tGravityAccMag-mean",-0.0980840496143461
"1376","test","9","WALKING","tGravityAccMag-std",-0.37942877
"1377","test","9","WALKING_DOWNSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0921238957047619
"1378","test","9","WALKING_DOWNSTAIRS","a(tBodyAccMean,gravity)",-0.112277655214286
"1379","test","9","WALKING_DOWNSTAIRS","a(tBodyGyroJerkMean,gravityMean)",-0.0711949931095238
"1380","test","9","WALKING_DOWNSTAIRS","a(tBodyGyroMean,gravityMean)",0.201647894145714
"1381","test","9","WALKING_DOWNSTAIRS","a(X,gravityMean)",-0.87432492047619
"1382","test","9","WALKING_DOWNSTAIRS","a(Y,gravityMean)",0.1080891515
"1383","test","9","WALKING_DOWNSTAIRS","a(Z,gravityMean)",0.0810164383095238
"1384","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-X",0.103128506197619
"1385","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-X.1",-0.440633905714286
"1386","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y",-0.183120455428571
"1387","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y.1",0.0625058243738095
"1388","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z",-0.103705822657857
"1389","test","9","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z.1",-0.0424266601952381
"1390","test","9","WALKING_DOWNSTAIRS","fBodyAcc-std-X",0.250488758869048
"1391","test","9","WALKING_DOWNSTAIRS","fBodyAcc-std-Y",-0.273561385142857
"1392","test","9","WALKING_DOWNSTAIRS","fBodyAcc-std-Z",-0.0349494927142857
"1393","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X",-0.0645354342404762
"1394","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X.1",-0.43402213
"1395","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y",-0.313643041809524
"1396","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y.1",-0.232042826333571
"1397","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z",-0.293677789595238
"1398","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z.1",-0.330318261928571
"1399","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-std-X",0.00938224337142857
"1400","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Y",-0.355981821428571
"1401","test","9","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Z",-0.425377408333333
"1402","test","9","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean",0.00716877883571429
"1403","test","9","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean.1",-0.0824504599928571
"1404","test","9","WALKING_DOWNSTAIRS","fBodyAccJerkMag-std",0.0705526138333333
"1405","test","9","WALKING_DOWNSTAIRS","fBodyAccMag-mean",0.222203941
"1406","test","9","WALKING_DOWNSTAIRS","fBodyAccMag-mean.1",-0.0498273898880952
"1407","test","9","WALKING_DOWNSTAIRS","fBodyAccMag-std",0.0888671674047619
"1408","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-X",-0.325042890904762
"1409","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-X.1",-0.165224231566667
"1410","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y",-0.312512195452381
"1411","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y.1",-0.00351697116904762
"1412","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z",-0.250686586719048
"1413","test","9","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z.1",-0.115191992546667
"1414","test","9","WALKING_DOWNSTAIRS","fBodyGyro-std-X",-0.423558773952381
"1415","test","9","WALKING_DOWNSTAIRS","fBodyGyro-std-Y",-0.364282565714286
"1416","test","9","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.356561471714286
"1417","test","9","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.463172053809524
"1418","test","9","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",0.132021014566667
"1419","test","9","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.485158906904762
"1420","test","9","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.347540226666667
"1421","test","9","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",0.0656782201880952
"1422","test","9","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.424170737142857
"1423","test","9","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.295923445
"1424","test","9","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.0203994269075476
"1425","test","9","WALKING_DOWNSTAIRS","tBodyAcc-mean-Z",-0.0910278793952381
"1426","test","9","WALKING_DOWNSTAIRS","tBodyAcc-std-X",0.213392270547619
"1427","test","9","WALKING_DOWNSTAIRS","tBodyAcc-std-Y",-0.208310705504762
"1428","test","9","WALKING_DOWNSTAIRS","tBodyAcc-std-Z",-0.00771530035714285
"1429","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-X",0.130193043809524
"1430","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Y",-0.0206865965952381
"1431","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Z",0.00262568854761905
"1432","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-std-X",0.017623342197619
"1433","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Y",-0.3094424725
"1434","test","9","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Z",-0.359513362761905
"1435","test","9","WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean",-0.16237608927619
"1436","test","9","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std",0.039907818552381
"1437","test","9","WALKING_DOWNSTAIRS","tBodyAccMag-mean",0.145886357935714
"1438","test","9","WALKING_DOWNSTAIRS","tBodyAccMag-std",0.265120131365238
"1439","test","9","WALKING_DOWNSTAIRS","tBodyGyro-mean-X",-0.0916383011071429
"1440","test","9","WALKING_DOWNSTAIRS","tBodyGyro-mean-Y",-0.0712598843142857
"1441","test","9","WALKING_DOWNSTAIRS","tBodyGyro-mean-Z",0.116804400690476
"1442","test","9","WALKING_DOWNSTAIRS","tBodyGyro-std-X",-0.396429197952381
"1443","test","9","WALKING_DOWNSTAIRS","tBodyGyro-std-Y",-0.340765233142857
"1444","test","9","WALKING_DOWNSTAIRS","tBodyGyro-std-Z",-0.279685150191905
"1445","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-X",-0.094591202447619
"1446","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Y",-0.0597608334619048
"1447","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Z",-0.0678080598785714
"1448","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-X",-0.509669314047619
"1449","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Y",-0.448602451190476
"1450","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Z",-0.417239550952381
"1451","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean",-0.469028434047619
"1452","test","9","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std",-0.455855425238095
"1453","test","9","WALKING_DOWNSTAIRS","tBodyGyroMag-mean",-0.168921400633333
"1454","test","9","WALKING_DOWNSTAIRS","tBodyGyroMag-std",-0.322331464761905
"1455","test","9","WALKING_DOWNSTAIRS","tGravityAcc-mean-X",0.938417773333333
"1456","test","9","WALKING_DOWNSTAIRS","tGravityAcc-mean-Y",-0.0352304645104762
"1457","test","9","WALKING_DOWNSTAIRS","tGravityAcc-mean-Z",-0.082276174942619
"1458","test","9","WALKING_DOWNSTAIRS","tGravityAcc-std-X",-0.952141220714286
"1459","test","9","WALKING_DOWNSTAIRS","tGravityAcc-std-Y",-0.936306558809524
"1460","test","9","WALKING_DOWNSTAIRS","tGravityAcc-std-Z",-0.876641297380952
"1461","test","9","WALKING_DOWNSTAIRS","tGravityAccMag-mean",0.145886357935714
"1462","test","9","WALKING_DOWNSTAIRS","tGravityAccMag-std",0.265120131365238
"1463","test","9","WALKING_UPSTAIRS","a(tBodyAccJerkMean),gravityMean)",0.00188403497959184
"1464","test","9","WALKING_UPSTAIRS","a(tBodyAccMean,gravity)",0.129153963587755
"1465","test","9","WALKING_UPSTAIRS","a(tBodyGyroJerkMean,gravityMean)",0.00109297840408163
"1466","test","9","WALKING_UPSTAIRS","a(tBodyGyroMean,gravityMean)",0.0931479457142857
"1467","test","9","WALKING_UPSTAIRS","a(X,gravityMean)",-0.704793909183673
"1468","test","9","WALKING_UPSTAIRS","a(Y,gravityMean)",0.109375558383673
"1469","test","9","WALKING_UPSTAIRS","a(Z,gravityMean)",0.212332932142857
"1470","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-X",-0.342735952653061
"1471","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-X.1",-0.341219678720408
"1472","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-Y",-0.405022798163265
"1473","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-Y.1",-0.247086151469388
"1474","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-Z",-0.384710423408163
"1475","test","9","WALKING_UPSTAIRS","fBodyAcc-mean-Z.1",-0.215203992816327
"1476","test","9","WALKING_UPSTAIRS","fBodyAcc-std-X",-0.369815777346939
"1477","test","9","WALKING_UPSTAIRS","fBodyAcc-std-Y",-0.297641062755102
"1478","test","9","WALKING_UPSTAIRS","fBodyAcc-std-Z",-0.244081808302041
"1479","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-X",-0.402044750408163
"1480","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-X.1",-0.427211088244898
"1481","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y",-0.608498592040816
"1482","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y.1",-0.52927597244898
"1483","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z",-0.615125710612245
"1484","test","9","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z.1",-0.547022216326531
"1485","test","9","WALKING_UPSTAIRS","fBodyAccJerk-std-X",-0.327421989591837
"1486","test","9","WALKING_UPSTAIRS","fBodyAccJerk-std-Y",-0.590112916530612
"1487","test","9","WALKING_UPSTAIRS","fBodyAccJerk-std-Z",-0.677831082857143
"1488","test","9","WALKING_UPSTAIRS","fBodyAccJerkMag-mean",-0.419533108571429
"1489","test","9","WALKING_UPSTAIRS","fBodyAccJerkMag-mean.1",0.0257597455510204
"1490","test","9","WALKING_UPSTAIRS","fBodyAccJerkMag-std",-0.484935752040816
"1491","test","9","WALKING_UPSTAIRS","fBodyAccMag-mean",-0.372890348979592
"1492","test","9","WALKING_UPSTAIRS","fBodyAccMag-mean.1",-0.00195427494897959
"1493","test","9","WALKING_UPSTAIRS","fBodyAccMag-std",-0.509929461428571
"1494","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-X",-0.313941631326531
"1495","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-X.1",-0.284881768510204
"1496","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-Y",-0.499159202857143
"1497","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-Y.1",-0.414946340204082
"1498","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-Z",-0.327698671183673
"1499","test","9","WALKING_UPSTAIRS","fBodyGyro-mean-Z.1",-0.507490866734694
"1500","test","9","WALKING_UPSTAIRS","fBodyGyro-std-X",-0.361626377102041
"1501","test","9","WALKING_UPSTAIRS","fBodyGyro-std-Y",-0.352033091612245
"1502","test","9","WALKING_UPSTAIRS","fBodyGyro-std-Z",-0.165554554220408
"1503","test","9","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean",-0.734159449387755
"1504","test","9","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean.1",0.136001150144898
"1505","test","9","WALKING_UPSTAIRS","fBodyGyroJerkMag-std",-0.787781590816326
"1506","test","9","WALKING_UPSTAIRS","fBodyGyroMag-mean",-0.531482693877551
"1507","test","9","WALKING_UPSTAIRS","fBodyGyroMag-mean.1",-0.259962957795918
"1508","test","9","WALKING_UPSTAIRS","fBodyGyroMag-std",-0.456841325204082
"1509","test","9","WALKING_UPSTAIRS","tBodyAcc-mean-X",0.262436475714286
"1510","test","9","WALKING_UPSTAIRS","tBodyAcc-mean-Y",-0.0195101099975714
"1511","test","9","WALKING_UPSTAIRS","tBodyAcc-mean-Z",-0.125219003959184
"1512","test","9","WALKING_UPSTAIRS","tBodyAcc-std-X",-0.36144437755102
"1513","test","9","WALKING_UPSTAIRS","tBodyAcc-std-Y",-0.302206203816327
"1514","test","9","WALKING_UPSTAIRS","tBodyAcc-std-Z",-0.253434083542857
"1515","test","9","WALKING_UPSTAIRS","tBodyAccJerk-mean-X",0.0692266245755102
"1516","test","9","WALKING_UPSTAIRS","tBodyAccJerk-mean-Y",0.00126612218367347
"1517","test","9","WALKING_UPSTAIRS","tBodyAccJerk-mean-Z",0.00766046602367347
"1518","test","9","WALKING_UPSTAIRS","tBodyAccJerk-std-X",-0.335291644693878
"1519","test","9","WALKING_UPSTAIRS","tBodyAccJerk-std-Y",-0.586147012244898
"1520","test","9","WALKING_UPSTAIRS","tBodyAccJerk-std-Z",-0.647296002040816
"1521","test","9","WALKING_UPSTAIRS","tBodyAccJerkMag-mean",-0.440667540204082
"1522","test","9","WALKING_UPSTAIRS","tBodyAccJerkMag-std",-0.445485397959184
"1523","test","9","WALKING_UPSTAIRS","tBodyAccMag-mean",-0.260727581428571
